 	12.12.2011 	12:41:58 	 	 	0,00 sm 	      0,00 sm 	 	 	 	 	 	 	letzte Logbuch-Datei ist\nuntil_2011-12-12_12_41_58_logbook.txt 	 	 	 	 	 	 	 	 	 	 	1076:50 h 	01076:50 h 	100,00 Liter 	    100,00 Liter 	 	 	250,00 Liter 	    250,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	11:23:17 	 	 	0,94 sm 	    91,04 sm 	041° 58,6016' N\n006° 01,9734' E 	142,17° 	 	5,24 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	11:32:48 	 	 	0,86 sm 	    91,90 sm 	041° 57,8226' N\n006° 02,4528' E 	153,10° 	 	5,14 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	11:39:36 	 	 	0,62 sm 	    92,52 sm 	041° 57,2505' N\n006° 02,7858' E 	189,73° 	 	5,26 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	11:49:48 	 	 	0,91 sm 	    93,43 sm 	041° 56,4131' N\n006° 03,2618' E 	158,76° 	 	4,26 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	11:52:49 	 	 	0,27 sm 	    93,70 sm 	041° 56,1626' N\n006° 03,4015' E 	144,96° 	 	4,79 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	12:05:48 	 	 	1,17 sm 	    94,87 sm 	041° 55,0815' N\n006° 04,0019' E 	184,22° 	 	5,05 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	12:12:48 	 	 	0,62 sm 	    95,49 sm 	041° 54,5193' N\n006° 04,3375' E 	157,37° 	 	5,64 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	12:32:48 	 	 	1,73 sm 	    97,22 sm 	041° 52,9567' N\n006° 05,3351' E 	159,61° 	 	5,34 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	12:33:22 	 	 	0,05 sm 	    97,27 sm 	041° 52,9131' N\n006° 05,3674' E 	126,75° 	 	3,27 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	12:43:31 	 	 	0,88 sm 	    98,15 sm 	041° 52,1421' N\n006° 05,9346' E 	156,86° 	 	5,41 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	12:52:49 	 	 	0,78 sm 	    98,93 sm 	041° 51,4702' N\n006° 06,4753' E 	142,41° 	 	5,26 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	12:58:52 	 	 	0,52 sm 	    99,45 sm 	041° 51,0449' N\n006° 06,8715' E 	161,63° 	 	4,38 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	12:59:52 	 	 	0,08 sm 	    99,53 sm 	041° 50,9722' N\n006° 06,9294' E 	125,96° 	 	5,23 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	13:10:07 	 	 	0,88 sm 	   100,41 sm 	041° 50,2422' N\n006° 07,5965' E 	156,54° 	 	4,49 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	13:12:49 	 	 	0,23 sm 	   100,64 sm 	041° 50,0480' N\n006° 07,7686' E 	157,77° 	 	5,14 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	13:27:27 	 	 	1,27 sm 	   101,91 sm 	041° 48,9937' N\n006° 08,7033' E 	125,61° 	 	4,47 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	13:32:49 	 	 	0,47 sm 	   102,38 sm 	041° 48,5986' N\n006° 09,0383' E 	147,44° 	 	5,96 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	13:42:45 	 	 	0,86 sm 	   103,24 sm 	041° 47,8638' N\n006° 09,6383' E 	183,98° 	 	4,65 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	13:52:48 	 	 	0,88 sm 	   104,12 sm 	041° 47,1050' N\n006° 10,2364' E 	150,99° 	 	5,72 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	13:52:49 	 	 	0,00 sm 	   104,12 sm 	041° 47,1037' N\n006° 10,2373' E 	149,68° 	 	5,23 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	14:12:49 	 	 	1,69 sm 	   105,81 sm 	041° 45,6532' N\n006° 11,3930' E 	143,91° 	 	5,51 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	14:13:29 	 	 	0,06 sm 	   105,87 sm 	041° 45,6040' N\n006° 11,4352' E 	177,05° 	 	3,94 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	14:23:37 	 	 	0,85 sm 	   106,72 sm 	041° 44,8623' N\n006° 11,9912' E 	146,56° 	 	5,47 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	14:32:48 	 	 	0,78 sm 	   107,50 sm 	041° 44,1815' N\n006° 12,4956' E 	145,93° 	 	5,42 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	14:37:09 	 	 	0,37 sm 	   107,87 sm 	041° 43,8584' N\n006° 12,7298' E 	176,38° 	 	5,69 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	14:42:55 	 	 	0,49 sm 	   108,36 sm 	041° 43,4255' N\n006° 13,0403' E 	150,47° 	 	5,09 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	14:50:02 	 	 	0,59 sm 	   108,95 sm 	041° 42,9097' N\n006° 13,4265' E 	181,58° 	 	4,74 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	14:52:48 	 	 	0,23 sm 	   109,18 sm 	041° 42,7090' N\n006° 13,5643' E 	150,04° 	 	4,91 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	14:56:02 	 	 	0,27 sm 	   109,45 sm 	041° 42,4731' N\n006° 13,7323' E 	158,62° 	 	5,97 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	15:07:15 	 	 	0,92 sm 	   110,37 sm 	041° 41,6499' N\n006° 14,2832' E 	120,28° 	 	3,78 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	15:12:48 	 	 	0,48 sm 	   110,85 sm 	041° 41,2214' N\n006° 14,5811' E 	148,91° 	 	4,18 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	15:21:10 	 	 	0,70 sm 	   111,55 sm 	041° 40,5991' N\n006° 15,0131' E 	179,15° 	 	3,99 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	15:31:16 	 	 	0,84 sm 	   112,39 sm 	041° 39,8511' N\n006° 15,5290' E 	147,68° 	 	5,98 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	15:32:47 	 	 	0,13 sm 	   112,52 sm 	041° 39,7400' N\n006° 15,6083' E 	144,60° 	 	4,12 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	15:44:44 	 	 	1,00 sm 	   113,52 sm 	041° 38,8477' N\n006° 16,2072' E 	181,27° 	 	4,43 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	15:52:47 	 	 	0,67 sm 	   114,19 sm 	041° 38,2511' N\n006° 16,6088' E 	159,29° 	 	3,97 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	16:05:59 	 	 	1,10 sm 	   115,29 sm 	041° 37,2637' N\n006° 17,2635' E 	127,97° 	 	5,50 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	16:12:48 	 	 	0,57 sm 	   115,86 sm 	041° 36,7486' N\n006° 17,5960' E 	150,72° 	 	6,24 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	16:30:03 	 	 	1,37 sm 	   117,23 sm 	041° 35,5210' N\n006° 18,3867' E 	181,20° 	 	4,41 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	16:32:47 	 	 	0,22 sm 	   117,45 sm 	041° 35,3228' N\n006° 18,5174' E 	143,96° 	 	5,21 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	16:40:31 	 	 	0,59 sm 	   118,04 sm 	041° 34,7876' N\n006° 18,8580' E 	176,16° 	 	3,97 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	16:50:44 	 	 	0,79 sm 	   118,83 sm 	041° 34,0703' N\n006° 19,3087' E 	143,78° 	 	5,66 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	16:52:47 	 	 	0,16 sm 	   118,99 sm 	041° 33,9281' N\n006° 19,3977' E 	184,97° 	 	4,35 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	16:58:43 	 	 	0,45 sm 	   119,44 sm 	041° 33,5273' N\n006° 19,6599' E 	154,81° 	 	3,77 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	17:09:04 	 	 	0,81 sm 	   120,25 sm 	041° 32,8047' N\n006° 20,1570' E 	122,50° 	 	4,66 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	17:12:47 	 	 	0,30 sm 	   120,55 sm 	041° 32,5448' N\n006° 20,3421' E 	154,54° 	 	4,06 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	17:23:53 	 	 	0,87 sm 	   121,42 sm 	041° 31,7791' N\n006° 20,8813' E 	149,81° 	 	5,17 ktn 	 	 	 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	17:34:08 	 	 	0,82 sm 	   122,24 sm 	041° 31,0591' N\n006° 21,3881' E 	180,99° 	 	3,65 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	17:43:05 	 	 	0.00 sm 	   122,24 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	17:44:10 	 	 	0.00 sm 	   122,24 sm 	041° 30,3628' N\n006° 21,9339' E 	146,66° 	 	4,41 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	17:59:18 	 	 	1,15 sm 	   123,39 sm 	041° 29,3813' N\n006° 22,7192' E 	178,48° 	 	3,86 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	18:03:05 	 	 	0,28 sm 	   123,67 sm 	041° 29,1475' N\n006° 22,9137' E 	135,73° 	 	3,65 ktn 	 	 	Automatischer Eintrag durch Timer 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	18:09:36 	 	 	0,50 sm 	   124,17 sm 	041° 28,7173' N\n006° 23,2630' E 	167,33° 	 	4,58 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	18:19:48 	 	 	0,80 sm 	   124,97 sm 	041° 28,0449' N\n006° 23,8267' E 	136,06° 	 	3,97 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	18:23:05 	 	 	0.00 sm 	   124,97 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	18:29:56 	 	 	0.00 sm 	   124,97 sm 	041° 27,3667' N\n006° 24,4001' E 	142,49° 	 	4,53 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	18:43:05 	 	 	0.00 sm 	   124,97 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	18:47:17 	 	 	0.00 sm 	   124,97 sm 	041° 26,2412' N\n006° 25,3166' E 	141,50° 	 	5,62 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	19:03:05 	 	 	0.00 sm 	   124,97 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	19:07:23 	 	 	0.00 sm 	   124,97 sm 	041° 24,9077' N\n006° 26,4118' E 	142,63° 	 	4,42 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	19:20:37 	 	 	1,07 sm 	   126,04 sm 	041° 23,9966' N\n006° 27,1623' E 	173,49° 	 	4,97 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	19:23:05 	 	 	0.00 sm 	   126,04 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	19:30:40 	 	 	0.00 sm 	   126,04 sm 	041° 23,3115' N\n006° 27,7159' E 	141,02° 	 	4,24 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	19:30:52 	 	 	0,02 sm 	   126,06 sm 	041° 23,2998' N\n006° 27,7303' E 	132,35° 	 	3,79 ktn 	 	 	automatic line\nDistance > 10sm 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	19:41:19 	 	 	0,81 sm 	   126,87 sm 	041° 22,6016' N\n006° 28,2763' E 	170,19° 	 	4,92 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	19:43:04 	 	 	0.00 sm 	   126,87 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	19:51:21 	 	 	0.00 sm 	   126,87 sm 	041° 21,9424' N\n006° 28,7929' E 	157,21° 	 	4,00 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	20:01:40 	 	 	0,77 sm 	   127,64 sm 	041° 21,2808' N\n006° 29,3150' E 	123,88° 	 	4,46 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	20:03:05 	 	 	0.00 sm 	   127,64 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	20:11:56 	 	 	0.00 sm 	   127,64 sm 	041° 20,6079' N\n006° 29,8444' E 	162,54° 	 	3,12 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	20:23:04 	 	 	0.00 sm 	   127,64 sm 	 	 	 	 	 	 	kein GPS-Signal 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	20:23:49 	 	 	0.00 sm 	   127,64 sm 	041° 19,8599' N\n006° 30,4169' E 	141,62° 	 	5,74 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
StLouis-SidiBouSaid 	11.03.2012 	20:37:48 	 	 	0,98 sm 	   128,62 sm 	041° 19,0195' N\n006° 31,0715' E 	174,08° 	 	2,77 ktn 	 	 	Automatischer Eintrag\nKursänderung >30° 	 	 	 	 	 	 	 	 	 	 	00:00 h 	00000:00 h 	0,00 Liter 	      0,00 Liter 	 	 	0,00 Liter 	      0,00 Liter 	  
